,News,Label
898,Goa's beaches packed with domestic tourists as India tightens COVID rules,0
1041,"U.S. senator presses Amazon, Google on Matter smart-home effort",1
254,"Affirm soars on buy now, pay later pact with Amazon",1
503,"India detects third Omicron case, reports 415 COVID-19 deaths",0
273,Jeep to launch two new SUVs in India to boost sales,0
429,Timeline: Amazon's major acquisitions over the years,1
208,India urges ceasefire in Ukrainian city to evacuate students,0
863,UPDATE 3-U.S. House panel refers Amazon to Justice Department amid competition probe,1
294,India's top general laid to rest with full military honours,0
1505,"Amazon to suspend delivery service competing with UPS, FedEx",1
640,"REUTERS IMPACT-Protecting indigenous people key to saving Amazon, say environmentalists",1
1565,"Amazon says to create 2,000 jobs in France in 2018",1
956,India says consensus over COP26 climate deal remains 'elusive',0
1599,Adyen adds Amazon Pay to its offering,1
687,Exclusive-India in talks on multi-year fertiliser import deal with Russia -sources,0
544,India approves investments worth $1.79 billion from its neighbours,0
538,"India says Omicron may be less severe due to vaccination, prior infections",0
201,"Amazon's trucking ambitions bump up against driver shortage, competition",1
1443,Amazon renews streaming deal with NFL,1
791,"India shares slip for fourth day as energy, bank stocks weigh",0
1614,BRIEF-Toyota To Introduce Amazon Alexa In Its Vehicles,1
712,"Amazon, Reliance set to lock horns over India's cricket media rights",1
526,Amazon reveals 'Lord of the Rings' subtitle that hints at storyline,1
200,Amazon settles California claims it concealed COVID-19 cases from workers,1
1009,India reports most COVID-19 cases since early September,0
166,India resumes coronavirus vaccine exports to COVAX,0
1265,Indian stock exchanges clear Future-Reliance deal in setback for Amazon,1
322,"India's daily COVID cases rise by 337,704 in last 24 hours - govt",0
601,Iconix-Reliance JV in India to acquire Lee Cooper brand rights,0
32,New demographic data shows continued divide at Amazon,1
231,"India's monsoon rains forecast to be average in August, September",0
197,"India reports 42,625 new coronavirus cases",0
97,"India reports 36,571 new coronavirus cases",0
479,"India, U.S. to expand farm trade, aim to resolve market access issues",0
946,Games-India withdraw hockey teams from Commonwealth Games in Birmingham,0
860,Japan's Osaka Gas enters India's urban gas distribution market,0
941,"UPDATE 3-Amazon, Walmart's Flipkart must face India antitrust probe, top court says",1
702,India on course for open access in its markets - RBI deputy governor,0
671,Pope Francis agrees to make first papal visit to India since 1999,0
80,"India reports 36,401 new COVID-19 infections",0
1504,German watchdog launches Amazon investigation: report,1
832,Flu vaccine demand takes off in India as pandemic raises awareness,0
884,At least 12 killed in stampede at religious shrine in India Kashmir,0
93,"Exclusive-Amazon seeking to settle EU antitrust investigations, sources say",1
786,India's services activity grew robustly in Nov; price pressures intensify,0
158,"India cenbank to hold rates, guidance on liquidity crucial",0
734,"India's new COVID-19 cases hit seven-month high of 117,100",0
1487,Amazon Payments' transaction volume surged in 2015,1
918,Foxconn's dorms for India workers do not meet Apple standards - spokesperson,0
325,"India ""disturbed"" by verdict against Myanmar's Aung San Suu Kyi",0
321,"Factbox-The challenges facing Amazon's new CEO, Andy Jassy",1
1611,Amazon says studio executive Joe Lewis resigns,1
581,Amazon asks India antitrust body to revoke Reliance-Future deal approval,1
510,India to give $3.5 billion in revised clean tech scheme for automakers - sources,0
684,"Colombia saw 42,600 hectares deforested in Amazon through June this year",1
977,UPDATE 1-Amazon workers strike in Italy over pandemic-driven delivery demands,1
823,Amazon shuts down cloud infrastructure linked to Israeli firm NSO - report,1
894,Google suing India antitrust watchdog for investigation report leak,0
723,REUTERS NEXT-UN plans to drastically expand plastic waste management in India,0
152,"Amazon hikes Prime membership fees in U.S. as wages, costs rise",1
1063,"US STOCKS-S&P 500, Nasdaq rise as Amazon results overshadow jobs surprise",1
772,India's Bharat Biotech says Covaxin booster shot neutralises Omicron,0
1248,France's BNP Paribas to limit finance to customers using converted Amazon forest land,1
935,UPDATE 1-Amazon loses bid to stop New York from probing COVID-19 standards,1
150,India's fuel demand reined in by COVID curbs in January,0
257,"Mailbox, cameras. How Amazon interfered with Alabama union election -NLRB official",1
1279,Amazon clash with Parler is latest test for Davis Wright partners,1
676,Amazon's social media team bares its teeth in Washington,1
1358,"Brazil must show Amazon protection is working, top donor Norway says",1
683,"Musk, Brazilian govt discuss deal to provide rural Internet, monitor Amazon",1
216,Heritage land dispute over Amazon's new Africa HQ goes to court,1
812,"India's Jet Airways in talks with Boeing, Airbus for $12 billion order - BloombergQuint",0
474,"India's COVID-19 cases rise by 333,533 in last 24 hours - govt",0
584,"UPDATE 4-Amazon's Black Friday greeted by climate activists, strikes in Europe",1
1416,Hyundai sets up showroom on Amazon,1
737,"India's Maharashtra hopes to persuade Amazon, Uber, others to go electric faster",1
1472,Ballot review enters second day in landmark Amazon union election,1
1568,BRIEF-Amazon plans to open new office in Vancouver,1
992,"India reports 36,083 new COVID-19 cases in last 24 hours",0
768,India central bank sees need for continued policy support -minutes,0
373,"UPDATE 2-Indian court halts Amazon, Future arbitration in blow to U.S. giant",1
652,"UK PM Johnson: India has made ""massive commitment"" on decarbonising energy",0
137,Flights of Japan's ANA hit by check-in delays over Amazon's AWS woes,1
430,CORRECTED-BP's venture capital arm looks to India in clean mobility drive,0
512,UPDATE 1-India's Serum Institute applies for full approval of Covishield vaccine,0
153,India's Reliance plans to turn syngas into blue hydrogen,0
941,India resumes vaccine exports as domestic stocks build up - officials,0
555,India signals high oil prices will speed up transition to alternatives,0
1123,INSIGHT-GameStop lures Amazon talent with grand plans and no frills,1
1468,"GameStop shakeup rolls on, hires Amazon executive as chief growth officer",1
527,India appoints veteran diplomat as new oil minister,0
694,Amazon finds ways to uninterrupted services as China orders lockdowns,1
855,India on course for open access in its markets - RBI deputy governor,0
472,Tata Sons said to be selected as winning bidder for Air India - Bloomberg News,0
924,"Indian mobile retailers call for Amazon probe, cap on online smartphone sales",1
1451,Amazon announces $100 million logistics investment in Mexico,1
1470,"Amazon's prep for holiday sales rush, pandemic in focus",1
1530,"Amazon plans to create 1,800 jobs in France in 2019",1
1065,"US STOCKS-Apple, Amazon knock S&P 500, Nasdaq off record peak; Caterpillar lifts Dow",1
306,"India considers resuming vaccine exports soon, focus on Africa, says source",0
1131,"PayPal profit beats estimates, U.S. Venmo users can pay on Amazon from next year",1
467,"Cravath, Latham, Paul, Weiss pilot Amazon's $8.45 billion bet on MGM",1
243,Amazon services down for multiple users - Downdetector,1
660,India expects to open LIC IPO issue by mid-March: sources,0
384,India targets major global firms for local battery manufacturing - sources,0
116,"Amazon seeking to settle EU antitrust investigations, sources say",1
981,India cenbank says longer policy support is needed for sustained economic recovery,0
449,Amazon and Facebook to fall under new G7 tax rules - Yellen,1
41,Amazon warns merchants about antitrust bills in Congress,1
637,"India's Modi says cryptocurrencies should be used to boost democracy, not harm it",0
1359,"Brazil must show Amazon protection is working, top donor Norway says",1
276,Amazon to slow down COVID-19 testing for warehouse workers - source,1
439,"Amazon to create 3,000 new permanent jobs in Italy in 2021",1
301,BRIEF-India's Future Group Unlikely To Cooperate With Amazon If It Tries To Reapply For Antitrust Clearance -Source,1
75,Amazon's palm print recognition raises concern among U.S. senators,1
1382,"Amazon deforestation rose 17% in 'dire' 2020, data shows",1
1175,"Amazon, Tata say Indian govt e-commerce rules will hit businesses -sources",1
718,Teamsters votes to fund and support Amazon workers,1
556,India PM Modi says economy getting boost from rising vaccinations,0
355,Moody's upgrades outlook on India to stable from negative; maintains Baa3 rating,0
979,UPDATE 1-Multiple people trapped after roof collapse at Amazon warehouse near St. Louis - media,1
154,"India's criticism of Infosys, Tata worries businesses",0
644,Modi hails India's 10 million COVID vaccine doses in a single day,0
777,India's gold output could rise multifold if hurdles removed - WGC,0
21,UK drivers delivering for Amazon seek employee rights,1
804,Goa's beaches packed with domestic tourists as India tightens COVID rules,0
1489,EU opens investigation into Amazon's e-book selling,1
1278,EXCLUSIVE-Amazon extends moratorium on police use of facial recognition software,1
1408,Amazon jumps into restaurant delivery in Seattle,1
472,German antitrust watchdog launches new proceedings against Amazon,1
155,"UPDATE 3-Japan investigating Amazon cloud disruptions to brokers, airline",1
770,"India, U.S. to expand farm trade, aim to resolve market access issues",0
1542,Amazon's India launch may be limited: report,1
1189,Amazon issues rare apology in India after complaints that series hurt Hindu beliefs,1
921,India raids liquor companies in price fixing probe -sources,0
256,"India, Russia sign 28 investment deals -foreign secy",0
1610,Amazon reports big quarterly net loss,1
353,Lawsuit against Amazon filed in tornado swarm that left 6 dead in Illinois warehouse,1
113,"India reports 36,401 new COVID-19 infections",0
883,RPT-UPDATE 3-Amazon to stop accepting Visa's UK-issued credit cards over high fees,1
766,"Ecuador oil spill affected protected area in Amazon, government says",1
910,"India's capital bans Christmas, New Year celebrations over Omicron fears",0
208,India's Reliance to take on 200 Future stores amid Amazon dispute - sources,1
263,Amazon and others commit to using zero-carbon shipping fuels by 2040,1
812,"SoftBank, Amazon, Accel invest $108 million in banking platform Pismo",1
888,Auto stocks drive India shares to start 2022 on positive note,0
643,UPDATE 1-UK very disappointed with India's stance on Ukraine - trade minister,0
1298,U.S. judge declines to dismiss Amazon allegations Trump interfered in JEDI contract,1
693,"India could bar transactions in crypto, permit holding as assets - paper",0
637,ANALYSIS-Visa's Amazon spat shows power is shifting to retailers in fee battle,1
629,Enel to look at entering India's power distribution market - CEO,0
1336,BRIEF-‍amazon Web Services Inc announced Amazon Macie,1
386,Amazon looking at opening pharmacy stores in U.S. - Insider,1
235,"UPDATE 1-Amazon UK to hire 20,000 temporary workers for Christmas season",1
618,RPT-Amazon labor shortage hinders one-day delivery ambitions,1
900,UPDATE 2-Amazon and India's Future agree to talks after the U.S. retailer offers olive branch,1
544,REFILE-Amazon says EU court agrees it had no special Luxembourg tax treatment,1
610,CORRECTED-UPDATE 1-Amazon surges with record $190 billion gain in value,1
341,"India's power demand growth slows in November, helping ease coal shortage",0
363,"India's daily COVID-19 cases rise by 247,417, highest since May",0
431,BRIEF-NY AG James Says Filing A Motion To Force Amazon To Immediately Implement COVID-19 Safety Measures At Its Staten Island Facility - Tweet,1
1050,EXCLUSIVE-India watchdog accuses Amazon of concealing facts in deal for Future Group unit,1
1456,UPDATE 2-Ballot review in watershed Amazon union election to stretch into Wednesday,1
206,Amazon to offer Universal films after they play on Peacock,1
912,India's retail inflation eases amid concern about soaring fuel prices,0
530,Amazon reveals 'Lord of the Rings' subtitle that hints at storyline,1
1141,"US STOCKS SNAPSHOT-Apple, Amazon knock S&P 500, Nasdaq off record peak at open",1
1525,EU watchdog targets Amazon's Luxembourg tax deals,1
1014,India's cabinet approves up to 20% FDI in behemoth insurer LIC -source,0
878,REFILE-Israel's Apollo Power says Amazon to try out its solar energy sidewalk,1
814,Olympics-India won't send diplomat after Games 'politicized' by China,0
100,Middle Earth is moving: Amazon shifts 'Lord of the Rings' filming to UK,1
1108,WIDER IMAGE-Besieged Amazon tribes grant rare access to Xingu chief’s funeral rites,1
793,Amazon shuts down cloud infrastructure linked to Israeli firm NSO - Vice,1
282,"Over 10,000 species risk extinction in Amazon, says landmark report",1
1161,"Deforestation in Brazil's Amazon worsened in recent months, vice president says",1
693,New Zealand awards Amazon extra $116 million subsidy for 'Lord of the Rings' TV series,1
69,"Amazon and Stellantis partner to deploy smarter cars, cleaner vans",1
125,Exclusive-Amazon faces Teamsters union drive at nine Canadian sites,1
869,Amazon workers get go-ahead for a second union election in New York -organizer,1
692,"India seeks to block most cryptocurrencies in new bill, government says",0
1600,"After Apple, Amazon, too, may be in for wild ride",1
387,India says net zero target date for carbon emissions not a solution,0
987,"Analysis-Ukraine crisis could disrupt India's spending plans, economic recovery",0
1001,India on course for open access in its markets - RBI deputy governor,0
1552,Amazon steps up recruitment as it expands in Europe,1
321,India's September preliminary trade deficit at $22.94 billion - govt,0
823,"India signs deals to export 500,000 T wheat, as global prices surge",0
280,UPDATE 3-Italy fines Amazon record $1.3 bln for abuse of market dominance,1
397,Coal India to ramp up supplies to address utilities' fuel shortage,0
847,Japan's 7-Eleven to offer super-fast delivery to compete with Amazon -Nikkei,1
1307,Amazon takes on Netflix in India with cheaper mobile-only Prime Video plan,1
1522,Amazon partners UK's Next for click & collect service,1
736,Japan's Osaka Gas enters India's urban gas distribution market,0
461,Heritage dispute engulfs site chosen for Amazon’s new African HQ,1
356,UPDATE 1-Middle Earth is moving: Amazon shifts 'Lord of the Rings' filming to UK,1
1615,Amazon to launch Kindle in Japan next month - Nikkei,1
24,"Amazon CEO pledges logistics, cybersecurity support for Ukraine",1
817,"US STOCKS SNAPSHOT-Apple, Amazon push Nasdaq to record high",1
680,U.S. lawmakers call for privacy legislation after Reuters report on Amazon lobbying,1
1296,Amazon files appeal with Indian court in Future Retail dispute - source,1
840,"UK, India launch plan to connect world's power grids at climate summit",0
1401,Amazon snaps up James Bond owner MGM for $8.45 bln as streaming war heats up,1
1125,UPDATE 2-Amazon says FTC should take new chair off its cases,1
1347,"Amazon, Berkshire, JPMorgan healthcare joint venture to shut business next month",1
434,Amazon to ask staff to return to office for three days a week,1
1076,"UPDATE 1-Ecuador oil spill affected protected area in Amazon, government says",1
656,CORRECTED-Amazon driver died in bathroom sheltering from tornado with colleagues,1
323,"Amazon seeks to pause antitrust review of 2019 deal with India's Future, documents show",1
844,UPDATE 3-Amazon to shut its bookstores and other shops as its grocery chain expands,1
105,Amazon labor shortage hinders one-day delivery ambitions,1
806,Amazon Prime Video to produce its first Bollywood film in India,1
127,India to focus on fiscal consolidation and capital spending - adviser,0
980,"India reports 39,361 new covid-19 cases in last 24 hours",0
103,FOCUS-Amazon's new union battle: Teamsters go local to snarl expansion,1
270,UK says India's UN vote swayed by dependence on Russia,0
346,FACTBOX-State of play of India's healthcare sector exposed by COVID-19,0
940,Olympics-Alpine skiing-India's Arif Khan ready for date with destiny in Beijing,0
111,"German union urges Amazon workers to strike on ""Black Friday""",1
25,Amazon reaches agreement with trade unions in Italy,1
324,Japan PM Kishida to stress unity on Ukraine in meet with India's Modi,0
16,A look at the intimate details Amazon knows about us,1
644,California should eliminate oil extracted from Amazon rainforest -NGOs,1
904,"Third Point sees more value in Amazon, likes some 'old' tech stocks",1
39,India dispatches first wheat aid shipment to Afghanistan,0
454,Amazon pressed for racial equity review after strong vote tally,1
1250,BRIEF-Thousands Of UK Amazon Workers Given False COVID-19 Test Results - The Guardian,1
1557,BRIEF-Ethan Allen reports launch on Amazon,1
489,India outlines $10 billion plan to woo global chip makers,0
549,India cuts growth estimates for 2021/22 amid surging COVID cases,0
614,Resumption of India's COVAX vaccine supply delayed by Nepal - sources,0
868,Future Group stocks surge 20% after India suspends 2019 Amazon deal,1
406,Employees of India's Future Retail urge top court to clear asset sale in Amazon dispute,1
560,Amazon’s plastic surgery,1
1473,"S.Africa's Naspers hires Airbnb, Amazon veteran to lead global classifieds business",1
429,Strong earthquake of 6.1 magnitude strikes India-Myanmar border region,0
983,India prepares for future COVID surge as cases inch up,0
904,India's daily COVID-19 cases near five-month low,0
172,India's August WPI inflation quickens to 11.39%,0
1355,Amazon workers in Germany to go on strike on 'Black Friday',1
194,India Insight: Narendra Modi’s sale of the century,0
379,U.S. hopes India will distance itself from Russia after Ukraine invasion,0
305,"Coal India warned government of coal shortage in February, documents show",0
866,"India's new COVID-19 cases hit seven-month high of 141,986",0
802,"India detects third Omicron case, reports 415 COVID-19 deaths",0
230,Reactions to India's decision to repeal farm laws,0
1028,India not to be impacted by U.S. Fed's likely liquidity taper: government official,0
1181,Amazon to acquire Wondery in podcast push,1
1603,France's Monoprix working on expanding grocery alliance with Amazon,1
1571,Amazon expands logistics reach with move into ocean shipping,1
1129,"UPDATE 2-U.S. FTC orders Walmart, Amazon to provide information in supply chain probe",1
618,COP26: Switzerland disappointed by India's proposed new language on coal,0
849,EXCLUSIVE-Amazon plans to file criminal case against India's Future over store transfers -sources,1
968,India to tighten COVID-19 testing for tourists amid new variant concerns,0
1098,"Exclusive: Amazon deployed secret strategy to dodge India's regulators, documents show",1
394,Amazon restores services after multiple users face outage,1
892,Exclusive-ING will not finance oil in Peru amid indigenous calls to end Amazon trade,1
505,"Reliance, Ola Electric, Mahindra bid for incentives under India's battery scheme",0
993,UPDATE 1-Employees of India's Future Retail urge top court to clear asset sale in Amazon dispute,1
584,India targets major global firms for local battery manufacturing - sources,0
970,"Six dead, no hope of more survivors after tornadoes destroy Amazon warehouse near St Louis",1
871,GameStop lures Amazon talent with grand plans and no frills,1
446,U.S. and India in talks over timeline for restarting COVID-19 vaccine exports,0
971,UK PM Johnson to challenge Amazon founder Bezos over company's tax record- FT,1
471,German antitrust watchdog launches new proceedings against Amazon,1
122,India's monsoon rains forecast to be above average in September,0
241,S.African court postpones ruling on objection to Amazon HQ on sacred land,1
1116,Tennis-French Open organisers 'picked Amazon over people': Medvedev,1
598,Union group says U.S. should reject Amazon's plan to buy MGM,1
764,"India, Tesla in 'weird stalemate' on tax cut demands with no investment pledge-sources",0
1082,"Who is Andy Jassy, the next CEO of Amazon?",1
816,Amazon's Staten Island warehouse workers file petition for union election - NLRB,1
671,Vote count in pivotal Amazon union election likely to start next week,1
331,Amazon plans to file criminal case against India's Future over store transfers -sources,1
244,"Uncontacted Amazon tribes endangered in Peru, Brazil -indigenous group",1
436,India's Feb trade deficit widens to $20.88 billion - trade ministry,0
311,BRIEF-Amazon Labor Group Withdraws Petition To Form Union In New York - Bloomberg News,1
949,India re-appoints Das as RBI governor for a further three years,0
1252,Case to Watch: SCOTUS could decide if 'last mile' Amazon drivers are exempt from arbitration,1
272,Amazon's AWS buys message encrypting service Wickr,1
170,"Indian court halts Amazon, Future arbitration in blow to U.S. giant",1
740,Amazon-backed EV firm Rivian delays deliveries of R1S SUVs - reports,1
732,"Spike in Amazon deforestation draws shock, ups pressure on Brazil",1
930,India tech capital on high alert following actor's death,0
455,MEDIA-Amazon fights record $865 million EU data-protection fine- Bloomberg News,1
607,India market regulator tightens risk management rules for mutual funds,0
729,"India's oil imports from U.S. to rise, amid criticism for Russian purchases",0
706,Brazil's greenhouse gas emissions rose 9.5% in 2020 with Amazon deforestation -study,1
936,"Buy now, pay later set to surge over ten-fold in India",0
1218,"Amazon Flex, Bolt and Ola criticised for failing to ensure minimum wage",1
151,"Omicron spreads in India, full vaccination in focus",0
1031,At least three killed in rail accident in India's West Bengal state,0
368,India seeks to move coal to areas of shortage as power demand rises,0
1019,Pakistan seeks answers from India after crash of mystery flying object,0
802,"India court quashes Amazon, Walmart's Flipkart bid to stall antitrust probe",1
1356,Amazon aims to double U.S. Black employees in leadership this year,1
596,Judge dismisses fired Amazon worker's lawsuit alleging discrimination,1
423,Gavi and India's Bharat Biotech discuss possible COVAX use of Covaxin,0
478,India to invest $1.61 bln to link more green energy projects to grid,0
283,"Black, Latino Amazon drivers withdraw lawsuit over background checks",1
962,"India's new COVID-19 cases hit seven-month high of 141,986",0
854,India's Sept gold imports surge as prices correct ahead of festivals,0
1324,"Union files objections to Amazon election results, alleging layoffs were threatened",1
84,"India reports 35,178 new COVID-19 cases",0
518,EXPLAINER-Amazon's battle with Reliance for India retail supremacy,1
853,"Indian agency seeks information, documents from Amazon amid probe -source",1
760,"UPDATE 2-Affirm soars on buy now, pay later pact with Amazon",1
990,"India cuts tax on crude palm oil imports to help consumers, refiners",0
31,Explainer - Amazon's battle with Reliance for India retail supremacy,1
776,Amazon delays office return until next year - memo,1
642,"India's interests come before vaccine exports, says health ministry",0
97,Amazon to open fashion store where algorithms suggest what to try on,1
1234,Amazon to raise fees on Spanish vendors due to new digital tax - report,1
926,Toxic gas kills six in India after illegal chemical dump,0
626,"Union's evidence in Amazon vote 'could be grounds for overturning election', U.S. Labor Board says",1
1467,"Amazon asks U.S. to include warehouse, grocery staff in vaccine rollout",1
600,"Sadness, anger for Amazon workers who died during tornado",1
795,BRIEF-FTC Preparing For Possible Challenge To Amazon’s $8.5 Bln MGM Purchase - The Information,1
778,India accuses China's Huawei of tax evasion - government source,0
381,Amazon's 2nd union vote in New York set for late April - U.S. labor board,1
1393,"Amazon expands workforce in Ireland to 5,000",1
937,India's August gold imports nearly double as prices dip ahead of festivals,0
165,India says it accidentally fired missile into Pakistan,0
1376,France's Casino expands partnership with Amazon,1
84,Amazon to roll out its own TV in U.S. by October - Business Insider,1
898,UPDATE 1-Amazon Chair Jeff Bezos donating $200 mln to Smithsonian,1
73,Amazon to roll out its own TV in U.S. by October - Business Insider,1
835,Amazon discloses staff injury rates showing where it is worse or better than peers,1
223,A Myanmar family flees to India with no plans to return soon,0
864,"UPDATE 1-New York accuses Amazon of backsliding over worker safety, seeks monitor",1
506,India's richest state set to reopen schools as Omicron cases fall,0
1337,Boxed in: French activists protest against Amazon's expansion,1
89,Amazon in talks to acquire rights of NFL's 'Sunday Ticket' package - CNBC,1
462,"India unveils new rice variety to cut down on use of water, labour",0
1216,Indigenous leaders warn of missionaries turning Amazon villages against vaccines,1
123,Amazon worker group in New York withdraws petition to organize union,1
461,Shopee dips toe in India e-commerce market with seller recruitment campaign,0
303,India to auction 5G airwaves in 2022 in boost to tech economy,0
478,"EU bodies' use of Amazon, Microsoft cloud services faces privacy probes",1
848,RPT-EXCLUSIVE-Amazon plans to file criminal case against India's Future over store transfers -sources,1
304,Labour union urges European authorities to widen Amazon antitrust probe after Reuters story,1
698,Brazil's greenhouse gas emissions rose 9.5% in 2020 with Amazon deforestation -study,1
838,"Vaccine hesitancy big threat for India, says top vaccine maker SII",0
1310,Amazon launches shopping website in Sweden,1
710,India's fuel demand rose 5.2% y/y in September,0
1017,India to start vaccinating 12- to 14-year olds against COVID-19,0
803,RPT-India allows refined palm oil imports until Dec 2022,0
547,Indian electric van maker for Amazon raises funds,1
1330,"EXCLUSIVE-Amazon orders more than 1,000 natgas engines for U.S. truck fleet",1
499,"Amazon expects spring windfall as U.S. economy reopens, posts record profits",1
1541,BRIEF-Ethan Allen reports launch on Amazon,1
700,"Affirm, Amazon partner to enable pay-over-time feature",1
626,India's Serum Institute applies for full approval of Covishield vaccine,0
987,Employees of India's Future Retail urge top court to clear asset sale in Amazon dispute,1
766,UPDATE 2-India accuses China's Huawei of tax evasion - government source,0
631,Brazil's Space Agency signs agreement with Amazon Web Services,1
412,Factbox: How Amazon trained GameStop's new chiefs in e-commerce,1
519,Tata in talks with aircraft makers over order for Air India -sources,0
1228,"With Bezos out as Amazon CEO, is this the end of his ominous question-mark emails?",1
685,Amazon settles with employees allegedly fired for criticizing working conditions - CNBC,1
603,Demoted Amazon police chief turns to song to save the rainforest,1
595,"India reports 25,467 new COVID-19 cases in the last 24 hours",0
0,Air India gets bids for disinvestment,0
1444,European pay-TV company Sky adds Amazon Prime to its platform,1
982,UPDATE 7-Amazon among key tech firms to drop CES plans on COVID-19 concern,1
813,Olympics-India won't send diplomat after Games 'politicized' by China,0
1085,"GLOBAL MARKETS-Amazon, Apple weigh on stocks, rate hike hopes underpin euro",1
85,"India reports 35,178 new COVID-19 cases",0
29,Amazon to fully fund college tuition for frontline employees,1
763,U.S. airlines and Amazon join push to reduce aircraft emissions,1
1306,Bezos to give Amazon reins to cloud boss Jassy as sales rocket past $100 billion,1
963,India's January infrastructure output grows 3.7% year on year,0
1179,Amazon pays to take MGM chess piece off the board,1
783,RPT-EXPLAINER-India's wheat exports surge as world prices soar,0
1450,"UPDATE 2-Union's evidence in Amazon vote 'could be grounds for overturning election', U.S. Labor Board says",1
617,German union calls four-day strike at Amazon sites ahead of Easter,1
567,Amazon founder goes into space,1
381,UPDATE 1-Tata regains Air India control in privatisation victory for Modi,0
1096,Amazon CEO Andy Jassy to join executives at White House cybersecurity meeting -source,1
699,Brazil's greenhouse gas emissions rose 9.5% in 2020 with Amazon deforestation -study,1
1343,Oxygen from Venezuela arrives in Amazon city for COVID-19 patients,1
246,"India shares gain on energy, banking boost",0
986,"UPDATE 2-Amazon launches robot to roll around house, Disney resort voice assistant",1
64,"UAE and India to sign trade, investment deal on Friday",0
470,Amazon Ring's neighborhood watch app is making police requests public,1
893,EXCLUSIVE-Amazon's demand for $200 mln sank settlement talks with India's Future-sources,1
528,Amazon reveals 'Lord of the Rings' subtitle that hints at storyline,1
907,UPDATE 3-Amazon cloud unit recovers from brief outage affecting third-party services,1
831,From e-bikes to flying cars: India's Ola plots mobility future,0
754,India's Future says will act to reverse store takeovers by Reliance,0
808,India police charge Amazon execs in alleged marijuana smuggling case,0
1033,"Israel signs cloud services deal with Amazon, Google",1
969,EXCLUSIVE-Amazon to proactively remove more content that violates rules from cloud service -sources,1
647,California should eliminate oil extracted from Amazon rainforest -NGOs,1
501,Italians stay afloat by faking it on Amazon,1
127,"Sadness, anger for Amazon workers who died during tornado",1
12,"Amazon, Stellantis agree to make software for the carmaker's vehicles",1
778,Lawsuit accuses Amazon of 'systemic' racism in corporate offices,1
122,'Amazon won't change without a union': Canadian warehouse files for union vote,1
475,"India reports 44,658 new COVID-19 cases in the last 24 hours",0
271,"U.S. opens safety probe into Mercedes vans used for Amazon deliveries, ambulances",1
20,India's gender inequity in vaccinations narrows,0
1008,New COVID-19 cases in India rise sharply for fifth consecutive day,0
1521,Pressures on Amazon's staff in France are unacceptable - minister,1
982,Toxic gas kills six in India after illegal chemical dump,0
586,India PM Modi says economy getting boost from rising vaccinations,0
5,Amazon investigating kickback allegation at India unit - source,1
607,UPDATE 2-Amazon surges with record $190 billion gain in value,1
591,"India cuts soyoil, sunflower oil import tax to calm prices",0
147,Amazon launches service aggregating video streaming apps in India,1
1607,COLUMN-Why I'm ditching my Amazon account,1
659,"India's COVID vaccine supply jumps, raising export hopes",0
911,UPDATE 3-India's Future Group shares fall after court decision on Amazon arbitration appeal,1
1481,Amazon brings macOS to cloud in a boost to Apple app developers,1
772,"US STOCKS-S&P, Nasdaq futures rise on Amazon boost",1
830,U.S. SEC blocks Amazon effort to stop shareholder votes on racial equity audit,1
244,India PM Modi says working on taming inflation,0
672,"India, Israel to start talks on free trade agreement next month",0
655,Tesla's Musk says 'working through challenges' with India government,0
906,UPDATE 3-India's Future Group shares fall after court decision on Amazon arbitration appeal,1
859,Peru's indigenous tribes use tech tools to track Amazon deforestation,1
193,Kerala's COVID-19 lessons for India and Modi's government,0
688,"Colombia saw 42,600 hectares deforested in Amazon through June this year",1
1407,"Amazon launches ""marketplace model"" in India",1
132,"Hindu group urges India to regulate platforms, cryptocurrency",0
1484,Amazon partners with HTC to make smartphones - report,1
840,Analysis-Amazon's win in union fight shows harsh realities facing labor movement,1
223,Amazon bulks up shipping capacity to battle holiday season snarls,1
1066,Amazon in talks to buy MGM movie studio: The Information,1
762,"Twitter reinstates accounts of India's Rahul Gandhi, other opposition leaders",0
68,India's Future discloses new documents to bolster case against Amazon deal,1
574,Amazon misses Wall Street estimates for quarterly sales,1
548,Indian electric van maker for Amazon raises funds,1
646,SCOTUS asks for gov't views in Amazon web-hosting patent case,1
734,Top Amazon official swipes at Bernie Sanders over planned Alabama visit,1
994,"UPDATE 2-Amazon to allow work without face masks, require vaccination for paid COVID leave",1
405,Challenges abound as Tata draws up a flight plan for Air India,0
829,UPDATE 4-Amazon's Twitch blames configuration error for data breach,1
35,Singapore and India's payment services to link in 2022,0
757,"India's Serum Institute to boost vaccine exports gradually, report says",0
304,Tata regains Air India control in privatisation victory for Modi,0
950,"With flowers and salutes, last respects paid to India's defence chief",0
689,India antitrust body accepts Google's confidentiality request - judge,0
60,India Nov trade deficit at record $23.27 billion,0
974,India prepares for future COVID surge as cases inch up,0
1626,Staples to have Amazon lockers in U.S. stores: spokeswoman,1
1514,Amazon takes on UK supermarkets with 'Pantry' offer,1
1370,U.S. labor movement looks for path forward after Amazon defeat,1
388,"Amazon to allow work without face masks, require vaccination for paid COVID leave",1
1314,"Union files objections to Amazon election results, alleging layoffs were threatened",1
1520,"Amazon to suspend delivery service competing with UPS, FedEx",1
960,EXCLUSIVE-Amazon to proactively remove more content that violates rules from cloud service -sources,1
1255,"UPDATE 5-GameStop taps Amazon Australia chief as CEO, may sell shares",1
